country,city,city_en,peopleNum,hotSpot,cityDetail,imgUrl
俄罗斯,利斯特维扬卡,listvyanka,1770人去过,贝加尔湖博物馆|利斯特维扬卡怀旧公园|塔尔茨木屋建筑群博物馆|圣尼古拉教堂|贝加尔海豹表演厅|贝加尔湖天文台|利斯特维扬卡市场|贝加尔湖环湖步道之利斯特维扬卡至Bolshiye Koty段|利斯特维扬卡俱乐部餐厅|宝石高地|Кафе Телемок|贝加尔湖马拉松|狗拉雪橇|Eastland滑雪场|马亚克酒店餐厅|冰雪图书馆|潜水中心|萨满咖啡|里斯特卡温镇（利斯特维扬卡）（Listvyanka）,//place.qyer.com/listvyanka/,https://pic.qyer.com/album/user/1103/56/QEhVQR8BYEA/index/cover
俄罗斯,奥尔洪岛,olkhon,1388人去过,胡日尔村|萨满岩石|萨满柱|哈伯伊角|贝加尔海豹月牙石|爱情山|三兄弟石|奥尔洪岛北线一日游|奥尔洪岛南线一日游|哈兰茨角|沙滩村|Buddhist Stupa,//place.qyer.com/olkhon/,https://pic.qyer.com/album/user/619/54/R0hcRx4FYw/index/cover
俄罗斯,新西伯利亚,novosibirsk,1296人去过,"列宁广场(新西伯利亚)|新西伯利亚火车站|新西伯利亚动物园|鄂毕河铁路大桥|新西伯利亚歌剧舞剧院|圣尼古拉耶夫教堂|亚历山大三世的雕像（新西伯利亚）|亚历山大涅夫斯基教堂|新西伯利亚州美术馆|圣亚历山大涅夫斯基教堂|新西伯利亚州地方志博物馆|奥拉商场|新西伯利亚科学城|罗列赫纪念馆|亚历山大 · 伊万诺维奇 ·波克雷什金半身塑像|购买场景雕塑|西伯利亚建筑博物馆|交通信号灯雕像|西伯利亚民族历史文化博物馆|Pechki-lavochki, Traktir",//place.qyer.com/novosibirsk/,https://pic.qyer.com/album/user/269/82/Q09cShgGYA/index/cover
俄罗斯,喀山,kazan,1203人去过,喀山克里姆林宫|库尔·沙里夫清真寺|圣母领报大教堂|苏尤姆别卡塔楼|五一广场|鲍马娜步行街|鞑靼斯坦共和国地方志博物馆|喀山火车站|圣彼得和圣保罗大教堂|喀山千禧广场|主显灵大教堂钟楼|喀山步行街|斯帕斯塔楼|农业部大楼|鞑靼斯坦人民国立历史博物馆|喀山克里姆林宫内的办公楼|喀山中央球场|宫廷教堂|鞑靼斯坦共和国总统府|喀山克里姆林宫建筑师的雕像,//place.qyer.com/kazan/,https://pic.qyer.com/album/user/310/51/QkhVRxsDYA/index/cover
俄罗斯,诺夫哥罗德,novgorod,838人去过,"诺夫哥罗德克里姆林宫|诺夫哥罗德圣索菲亚大教堂|千年俄罗斯纪念碑|大诺夫哥罗德木建筑博物馆|圣乔治修道院（St. George's Monastery）|圣尼古拉斯大教堂(诺夫哥罗德)|圣帕拉斯凯维教堂|诺夫哥罗德国立联合博物馆|沃尔霍夫河（Volkhov）|雅罗斯拉夫尔宫廷|圣乔治修道院|伊琳娜街救世主显容教堂（Church of the Transfiguration of Our Saviour on Ilyina Street）|二战英雄纪念碑|圣母神迹大教堂（Cathedral of Our Lady of the Sign）|克林姆林沙滩（Kremlevskiy Beach）|诺夫哥罗德湿地|伊尔门湖|汉萨喷泉（Hanseatic Fountain）|Monument ""Resting tourist""|军事荣耀城市纪念碑（City of Military Glory Stele）",//place.qyer.com/novgorod/,https://pic.qyer.com/album/192/cd/254962/index/cover
俄罗斯,索契,sochi,718人去过,索契奥林匹克公园|索契植物园|索契国家公园|索契邮轮码头|奥斯特洛夫斯基博物馆|菲施特奥林匹克体育场|波绍伊体育馆|斯大林别墅|冰山滑冰宫|Riviera公园|阿德勒竞技场|索契海洋探索世界水族馆|沙伊巴竞技场|菲斯特体育场|Agura瀑布|达戈梅斯茶馆|索契秋千|索契国际机场|索契火车站,//place.qyer.com/sochi/,https://pic.qyer.com/album/user/3212/18/QktUQBsPZks/index/cover
俄罗斯,布拉戈维申斯克(海兰泡),blagoveshchensk,640人去过,阿穆尔州博物馆|布拉戈维申斯克沿河公园|布拉格维申斯克火车站|布拉戈维申斯克的船码头|列宁广场|布拉戈维申斯克二战烈士纪念碑,//place.qyer.com/blagoveshchensk/,https://pic.qyer.com/album/user/375/57/Qk5QRx0CaA/index/cover
俄罗斯,哈巴罗夫斯克(伯力),khabarovsk,633人去过,穆拉维约夫阿穆尔斯基公园|列宁广场|哈巴罗夫斯克考古博物馆|圣母升天大教堂|金顶大教堂|远东地区博物馆|阿穆尔地区军事博物馆|阿穆尔河大桥|哈巴罗夫斯克（伯力）火车站|军事荣誉广场|哈巴罗夫斯克内战英雄纪念碑|穆拉维约夫纪念碑|哈巴罗夫纪念碑|哈巴罗夫斯克市历史博物馆|远东美术馆|哈巴罗夫斯克机场|红河度假村|Muravev-Amyrskiy Street|Muravyov Amursky Park|迪亚琴科夫船长纪念碑,//place.qyer.com/khabarovsk/,https://pic.qyer.com/album/user/1772/63/QE5SQBwEZ0E/index/cover
俄罗斯,下诺夫哥罗德,nizhny-novgorod,621人去过,下诺夫哥罗德克里姆林|大波克罗夫步行街|高尔基童年故居|天使长米迦勒大教堂|俄罗斯国家银行大楼|下诺夫哥罗德体育场|契卡洛夫阶梯|军事装备博物馆|契卡洛夫雕像|下诺夫哥罗德州美术馆|圣亚历山大·涅夫斯基大教堂|下诺夫哥罗德火车站|杜勃罗留波夫纪念馆|下诺夫哥罗德圣诞教堂|斯特罗加诺夫教堂|下诺夫哥罗德摄影博物馆|下诺夫哥罗德州民间艺术博物馆|Coffee Cake|电动维生素测试拱门|萨哈洛夫纪念馆,//place.qyer.com/nizhny-novgorod/,https://static.qyer.com/images/place/no/poi_200_133.png
俄罗斯,俄罗斯维堡,vyborg,558人去过,维堡城堡|维堡老城|维堡火车站|圆塔|维堡图书馆|蒙雷波公园|卡累利阿地峡军事博物馆,//place.qyer.com/vyborg/,https://pic.qyer.com/album/user/518/8/REhdQhIDYA/index/cover
俄罗斯,乌兰乌德,ulan-ude,505人去过,乌兰乌德列宁广场|伊鲍尔金斯基 喇嘛庙|乌兰乌德火车站|布里亚特历史博物馆|乌兰乌德市历史博物馆|布里亚特自然博物馆|布里亚特美术馆|乌兰乌德贝加尔湖国际机场|恰克图|Tamchinsky datsan,//place.qyer.com/ulan-ude/,https://pic.qyer.com/album/user/504/88/RElRShIFZw/index/cover
俄罗斯,赤塔,chita,472人去过,赤塔喀山圣母圣像教堂|十二月党人博物馆|赤塔州自然与历史博物馆|赤塔火车站|赤塔市胜利公园|爱和信仰雕像|奥多如文化娱乐公园|彼得托夫雕像|LIKERKA市场,//place.qyer.com/chita/,https://pic.qyer.com/album/user/462/91/RU9XSxsEYg/index/cover
俄罗斯,雅罗斯拉夫尔,yaroslavl,465人去过,雅罗斯拉夫尔的主显圣容修道院|圣母升天大教堂|主显大教堂|先知伊利亚教堂|亚罗斯拉夫尔火车站|圣约翰施洗者教堂|救世主教堂|天使长米迦勒教堂|雅罗夫斯拉尔州历史建筑艺术博物馆|音乐与时间博物馆|雅罗夫斯拉尔市历史博物馆|沃尔科夫剧院|雅罗夫斯拉尔美术馆|托尔奇科沃施洗者约翰教堂|斯特列尔卡公园|沃尔科夫广场|雅罗夫斯拉尔州军事博物馆|斯宾诺夫故居|萨瓦 马蒙托夫纪念碑|雅罗斯拉夫尔汽车站,//place.qyer.com/yaroslavl/,https://pic.qyer.com/album/user/535/0/REpQQhoOYA/index/cover
俄罗斯,雅尔塔,yalta,399人去过,燕子堡|雅尔塔海滩|里瓦几亚宫|阿卢普卡沃龙佐夫宫|艾-彼得山|雅尔塔列宁堤岸|艾-彼得山高山缆车|雅尔塔城市缆车|马桑德拉酒庄|阿卢普卡沃龙佐夫公园|马桑德拉宫|古尔佐夫公园|雅尔塔契科夫剧院|尼基塔植物园|雅尔塔特瑞德总统酒店|沃龙佐夫宫|东方餐厅|弗洛斯,//place.qyer.com/yalta/,https://pic.qyer.com/album/user/332/97/QkpXSx0HYg/index/cover
俄罗斯,加里宁格勒,kaliningrad,337人去过,柯尼斯堡大教堂（康德博物馆）|琥珀博物馆|加里宁格勒世界海洋博物馆|国王门|库尔斯科沙嘴|渔村|康德墓|康德大学|波罗的斯克|泽列诺格拉茨克|舞蹈松林|加里宁格勒球场|灯塔 观景台|寻找“柯尼斯堡七桥”|第五号要塞博物馆|加里宁格勒要塞博物馆|斯维特拉高尔斯科|Maraunenhof|马卡洛夫管风琴音乐厅|加里宁格勒州历史与艺术博物馆,//place.qyer.com/kaliningrad/,https://pic.qyer.com/album/151/4b/680369/index/cover
俄罗斯,伏尔加格勒,volgograd,315人去过,马马耶夫岗|斯大林格勒战役全景画博物馆|伏尔加河-顿河运河首道船闸|伏尔加格勒州地方志博物馆|伏尔加格勒州美术馆|伏尔加格勒1号火车站|察里津保卫战纪念馆|伏尔加格勒科技馆|“俄罗斯—我的历史”博物馆|伏尔加格勒中央汽车站|沙皇剧院|欧罗巴商业娱乐中心|伏尔加格勒国际机场|保卢斯元帅指挥部纪念馆,//place.qyer.com/volgograd/,https://pic.qyer.com/album/1af/71/621913/index/cover
俄罗斯,堪察加半岛,kamchatka-peninsula,313人去过,列宁雕像|城市海滩|彼得保罗纪念碑|堪察加历史博物馆|堪察加熊纪念碑|列宁广场|小间歇泉山谷|阿瓦恰火山|驼峰山|库页湖|阿瓦恰湾三兄弟岩|堪察加地区联合博物馆|三圣一大教堂|堪察加彼得巴甫洛夫斯克机场|氡疗温泉(Zelenovsk湖)|科里亚克火山|San Marino|克柳切夫火山|冰溶洞|维柳钦斯基火山,//place.qyer.com/kamchatka-peninsula/,https://pic.qyer.com/album/user/2171/13/Q0hSQxsEZE0/index/cover
俄罗斯,后贝加尔斯克,zabaykalsk,312人去过,后贝加尔斯克火车站,//place.qyer.com/zabaykalsk/,https://pic.qyer.com/album/11d/ea/253609/index/cover
俄罗斯,克里米亚,crimea,301人去过,燕子堡|雅尔塔海滩|里瓦几亚宫|阿卢普卡沃龙佐夫宫|沉船纪念碑|克森内索斯|塞瓦斯托波尔海湾|艾-彼得山|雅尔塔列宁堤岸|艾-彼得山高山缆车|海军上将纳希莫夫纪念碑|苏达克城堡|雅尔塔城市缆车|马桑德拉酒庄|全景“塞瓦斯托波尔保卫战1854-1855”博物馆|巴拉克拉瓦海湾|阿卢普卡沃龙佐夫公园|克里米亚新世界湾|马桑德拉宫|炮兵湾码头,//place.qyer.com/crimea/,https://pic.qyer.com/album/user/447/98/RU1SSxIOYQ/index/cover
俄罗斯,基日,kizhi,299人去过,基日岛|基日乡村教堂,//place.qyer.com/kizhi/,https://pic.qyer.com/album/user/310/9/QkhVQhMGYQ/index/cover
俄罗斯,图拉,tula,291人去过,托尔斯泰庄园|图拉克里姆林城堡|图拉茶炊博物馆|图拉兵器博物馆|图拉市莫斯科火车站|图拉蛋糕博物馆|图拉州地方志博物馆|图拉美术博物馆,//place.qyer.com/tula/,https://pic.qyer.com/album/user/1272/19/QEtSQBsOaUs/index/cover
俄罗斯,彼得罗巴甫洛夫斯克,petropavlovsk-kamchatsky,277人去过,列宁雕像|城市海滩|彼得保罗纪念碑|堪察加历史博物馆|列宁广场|小间歇泉山谷|驼峰山|堪察加地区联合博物馆|三圣一大教堂|San Marino|冰溶洞|火山学博物馆|瓦支革山谷|三联海湾|Galant Mall|Mishennaya Sopka|Шаман|中央市场|彼得罗巴甫洛夫斯克长途汽车站|音乐厅,//place.qyer.com/petropavlovsk-kamchatsky/,https://pic.qyer.com/album/user/884/13/SUFRQxkDYQ/index/cover
俄罗斯,彼得罗扎沃茨克,petrozavodsk,269人去过,奥涅加湖|彼得罗扎沃茨克火车站|卡累利阿共和国地方志博物馆|卡累利阿共和国美术馆|SPAR超市|Paulaner Bräuhaus,//place.qyer.com/petrozavodsk/,https://pic.qyer.com/album/user/1341/10/QEpRQxsHaUk/index/cover
俄罗斯,塞瓦斯托波尔,sevastopol,255人去过,沉船纪念碑|克森内索斯|塞瓦斯托波尔海湾|海军上将纳希莫夫纪念碑|全景“塞瓦斯托波尔保卫战1854-1855”博物馆|巴拉克拉瓦海湾|炮兵湾码头|塞瓦斯托波尔火车站|俄罗斯黑海舰队军事历史博物馆|圣弗拉基米尔大公大教堂|塞瓦斯托波尔水手与士兵纪念碑|第35滨海要塞|马拉可夫公园|海军上将科尔尼洛夫纪念碑|水族馆|俄土战争第四堡垒士兵纪念碑|“胜利”水饺餐厅|列夫托尔斯泰纪念碑|“1944年5月7日萨蓬山突击”立体模型博物馆|水上公园,//place.qyer.com/sevastopol/,https://pic.qyer.com/album/user/481/61/RUFURBsHZA/index/cover
俄罗斯,大罗斯托夫,rostov-veliky,231人去过,罗斯托夫克里姆林城堡|涅罗湖|雅科夫列夫斯基修道院|Restaurant Pokrovskiye Vorota|谢尔盖圣三一大修道院|Alesha Popovich|Kafe Appetit|罗斯托夫火车站,//place.qyer.com/rostov-veliky/,https://pic.qyer.com/album/user/553/56/RExWRxwHaQ/index/cover
俄罗斯,托木斯克,tomsk,196人去过,托木斯克老街|契诃夫雕像|龙顶木屋|托木斯克400年纪念碑|托木斯克老剧院|托木斯克国立大学|托木斯克市博物馆|卷心菜塑像|快乐的狼雕像|爱国战争胜利 200 周年纪念碑|路德教会圣玛丽亚教堂|复活教堂|托木斯克州地方志博物馆|内务部监狱纪念馆|托木斯克森林博物馆|托木斯克理工大学,//place.qyer.com/tomsk/,https://pic.qyer.com/album/190/06/815271/index/cover
俄罗斯,克拉斯诺亚尔斯克,krasnoyarsk,195人去过,叶尼塞河|克拉斯诺亚尔斯克火车站|克拉斯诺亚尔斯克边疆区方志博物馆|米拉大街|列宁故居|350年周年纪念广场|克拉斯诺亚尔斯克革命广场|克拉斯诺亚尔斯克文学博物馆|斯托比国家公园|战争胜利纪念馆|苏里科夫故居|画家安德鲁Pozdeev 雕像|克拉斯诺亚尔斯克国际机场,//place.qyer.com/krasnoyarsk/,https://pic.qyer.com/album/user/1553/94/QExQQRMDZU4/index/cover
俄罗斯,斯柳江卡,slyudyanka,194人去过,斯柳江卡火车站|沿贝加尔湖铁路|6201次小火车,//place.qyer.com/slyudyanka/,https://pic.qyer.com/album/user/973/63/SE5WRBkFYw/index/cover
俄罗斯,秋明,tyumen,187人去过,秋明圣三一修道院|秋明火车站|情人桥|秋明州地方志博物馆|秋明美术馆|Masharova故居博物馆|贸易历史博物馆,//place.qyer.com/tyumen/,https://pic.qyer.com/album/user/1246/25/QEtRRBgCaEE/index/cover
俄罗斯,鄂木斯克,omsk,180人去过,鄂木斯克州军事博物馆|鄂木斯克州地方志博物馆|Kondraty Belov纪念馆|鄂木斯克火车站|鄂木斯克州艺术博物馆|鄂木斯克州陀思妥耶夫斯基文学博物馆|鄂木斯克历史博物馆|鄂木斯克大教堂,//place.qyer.com/omsk/,https://pic.qyer.com/album/1ed/cf/2025205/index/cover
俄罗斯,辛非罗波尔,simferopol,178人去过,辛菲罗波尔大理石溶洞|辛菲罗波尔国际机场|T-34坦克纪念碑|圣亚历山大涅夫斯基大教堂|圣鲁克纪念碑|方尖塔V.M.Dolgorukova将军纪念碑|艾瓦佐夫斯基兄弟伊万和加布里埃尔纪念碑|辛非罗波尔美术博物馆,//place.qyer.com/simferopol/,https://pic.qyer.com/album/user/1125/35/QEhXRxkCYkw/index/cover
俄罗斯,顿河畔罗斯托夫,rostov-on-don,171人去过,顿河畔罗斯托夫顿河绿地公园|罗斯托夫州美术馆|罗斯托夫州地方志博物馆|圣母玛利亚诞生大教堂|罗斯托夫体育场|顿河畔罗斯托夫火车站|旧切尔卡斯克|普拉托夫国际机场|顿河畔罗斯托夫技术博物馆,//place.qyer.com/rostov-on-don/,https://pic.qyer.com/album/1f2/c3/255045/index/cover
俄罗斯,俄罗斯萨马拉,samara,160人去过,萨马拉太空博物馆|伏龙芝纪念馆|萨马拉州地方志博物馆|斯大林地堡|阿.托尔斯泰故居|伏尔加军区军事历史博物馆|列宁故居纪念馆|萨马拉美术馆,//place.qyer.com/samara/,https://pic.qyer.com/album/16f/8b/255235/index/cover
俄罗斯,车里雅宾斯克,chelyabinsk,133人去过,塔加奈国家公园|车里雅宾斯克地区博物馆|南乌拉尔铁路历史博物馆|车里雅宾斯克州美术馆,//place.qyer.com/chelyabinsk/,https://pic.qyer.com/album/user/323/13/QktWQxkPZw/index/cover
俄罗斯,特维尔,tver,131人去过,特维尔运河|特维尔行宫|特维尔州博物馆,//place.qyer.com/tver/,https://pic.qyer.com/album/user/1112/92/QEhUQBMFZkA/index/cover
俄罗斯,雅库茨克,yakutsk,124人去过,列宁广场|猛犸象博物馆|雅库茨克历史和北方人类博物馆|冻土王国|雅库特文学博物馆|萨哈（雅库特）共和国美术馆,//place.qyer.com/yakutsk/,https://pic.qyer.com/album/user/2645/6/Q09RRxoBZEk/index/cover
俄罗斯,科斯特罗马,kostroma,121人去过,"苏萨宁广场|圣三一伊帕季耶夫男修道院|圣显--安娜斯塔辛女修道院|科斯特罗马罗曼诺夫宫|消防塔|科斯特罗马贸易商场|罗曼诺夫博物馆|伊万苏萨宁纪念碑|奥斯特洛夫斯基凉亭|德布尔基督复活教堂|警卫室|奥斯特洛夫斯基戏剧剧院|科斯特罗马机场|科斯特罗马金环酒店|科斯特罗马建筑和人种学博物馆保护区|Шеш Беш|科斯特罗马汽车站|Old Pier|Bench Jeweler, shop-workshop|Slavyanskiy",//place.qyer.com/kostroma/,https://pic.qyer.com/album/user/327/75/QktSRR8OaA/index/cover
俄罗斯,贝加尔斯克,baykalsk,120人去过,贝加尔斯克火车站|乌图里克火车站,//place.qyer.com/baykalsk/,https://pic.qyer.com/album/user/973/61/SE5WRBsPZA/index/cover
俄罗斯,捷里别尔卡,teriberka,114人去过,,//place.qyer.com/teriberka/,https://pic.qyer.com/album/user/3810/18/QkFUQhsPaEs/index/cover
俄罗斯,五山城-矿水城,pyatigorsk,100人去过,厄尔布鲁士峰|莱蒙托夫博物馆|马舒克山,//place.qyer.com/pyatigorsk/,https://pic.qyer.com/album/user/1261/36/QEtTQxkBYko/index/cover
俄罗斯,克拉斯诺达尔,krasnodar,100人去过,卡拉斯纳雅大街|克拉斯诺达尔州历史与考古博物馆|卡夫卡兹港|克拉斯诺达尔州美术馆|哥萨克博物馆,//place.qyer.com/krasnodar/,https://pic.qyer.com/album/user/968/55/SE9dRx8CYQ/index/cover
俄罗斯,彼尔姆,perm,95人去过,昆古尔冰洞|彼尔姆歌剧芭蕾舞剧院|彼尔姆州美术馆|彼尔姆火车站|彼尔姆天文馆|彼尔姆州历史博物馆|彼尔姆古生物博物馆|地下印刷所博物馆|彼尔姆半景画馆|彼尔姆36号监狱,//place.qyer.com/perm/,https://pic.qyer.com/album/user/3182/86/QkhdQBIBZUg/index/cover
俄罗斯,苏达克,sudak,92人去过,苏达克城堡|克里米亚新世界湾|戈利岑步道|苏达克海岸道|中央路堤|戈利岑石窟|苏达克长途汽车站|东正圣母庇佑教堂|中央农贸市场|阿尔查克-卡亚海角|女劳动模范克尼亚杰娃半身雕像|水上乐园  “苏达克”|Dostluk餐厅|Bistro快餐厅|克里木庭院餐厅|烧烤庭院餐厅,//place.qyer.com/sudak/,https://pic.qyer.com/album/user/581/99/REFUSxMFaQ/index/cover
俄罗斯,乌法,ufa,91人去过,巴什基尔自治共和国博物馆|巴什科尔托斯坦共和国军事博物馆|巴什基尔自治共和国美术馆|乌法通讯技术博物馆,//place.qyer.com/ufa/,https://pic.qyer.com/album/user/2054/52/Q0lQRh8FZEw/index/cover
俄罗斯,沃罗涅日,voronezh,86人去过,沃罗涅日圣母领报大教堂|沃罗涅日州美术馆|沃罗涅日州地方志博物馆|谢尔盖耶森纪念馆|沃罗涅日海军起点博物馆|沃罗涅日文学博物馆|沃罗涅日军事博物馆,//place.qyer.com/voronezh/,https://pic.qyer.com/album/user/324/82/QktRShgEZg/index/cover
俄罗斯,普斯科夫,pskov,83人去过,普希金山|铁路博物馆|列宁故居博物馆,//place.qyer.com/pskov/,https://pic.qyer.com/album/user/570/28/RE5VQBIFaQ/index/cover
俄罗斯,库尔斯克,kursk,73人去过,库尔斯克州博物馆|库尔斯克文学博物馆|库尔斯克战役纪念园|库尔斯克州文学博物馆|库尔斯克州考古博物馆,//place.qyer.com/kursk/,https://pic.qyer.com/album/user/1832/89/QEFWQBIOaE8/index/cover
俄罗斯,阿穆尔河畔共青城,komsomolsk-on-amur,67人去过,卫国战争遇难者纪念广场|城市初建者纪念碑|喀山圣母教堂(阿穆尔河畔共青城)|共青城公交车站（汽车客运站）|阿穆尔河畔客运码头|阿穆尔河畔共青城火车站,//place.qyer.com/komsomolsk-on-amur/,https://pic.qyer.com/album/user/369/77/Qk9cRR0AaQ/index/cover
俄罗斯,梁赞,ryazan,65人去过,梁赞克里姆林圣母升天大教堂|奥卡河船坞|梁赞国家戏剧院|耶稣圣诞大教堂|生理学家巴甫洛夫雕像|航天动力学家齐奥尔科夫斯基雕像|梁赞棒棒糖博物馆|康斯坦丁诺沃|巴甫洛夫故居|梁赞姜饼糖果博物馆|远程战略轰炸机博物馆|梁赞州美术馆|梁赞玩具厂博物馆|梁赞克里姆林|梁赞旅行者博物馆,//place.qyer.com/ryazan/,https://pic.qyer.com/album/user/529/29/REtcQBMGYQ/index/cover
俄罗斯,乌格利奇,uglich,59人去过,乌格利奇克里姆林,//place.qyer.com/uglich/,https://pic.qyer.com/album/user/3492/77/Qk1cQB0AY0s/index/cover
