cityEn,userName,comment,commentTime,praiseNum
beijing,咦我们见过吗,待了这么多年，好像爱的也没有更多。是早高峰挤死人的南站4号线地铁，也是近郊荒无人烟的大空地。待开发的地方真的比想象中多得多。,2020-03-25 12:50:08,1
beijing,rainbowliu1,生活20多年的地方，人多、车多、景多,2020-03-02 07:50:21,0
beijing,xuliang4423,OK,2020-01-12 23:38:43,0
beijing,wwwendao,live in Beijing,2019-10-19 08:08:48,0
beijing,seek_fan,天朝上国。,2019-10-08 13:48:37,0
beijing,hdThomas,繁華、古建多、空氣差,2019-06-23 14:50:22,3
beijing,Magn1,紫禁城 文化 历史 烤鸭 长城,2019-06-15 15:23:36,0
beijing,飛_悉尼,1,2019-06-12 11:57:55,0
beijing,一吃核桃就过敏,家,2019-06-05 18:51:41,0
shanghai,user_2Ieh0Vsa5E,华丽的城市，我喜欢大城市的氛围,2024-10-09 16:24:39,0
shanghai,Johor_Strait,差一点就在上海生活了吧。,2023-12-01 00:18:56,1
shanghai,user_4hm70PLwPJ,1,2023-11-30 16:03:01,0
shanghai,CindyJxy,fancy,2023-10-11 12:13:39,0
shanghai,fant4s,生活气息,2021-12-26 16:45:50,0
shanghai,pjyloveya,繁华,2021-08-19 14:28:22,0
shanghai,夏日拧,好玩,2021-07-02 12:27:30,0
shanghai,mylmmm,上海是中国很现代的城市之一。,2021-06-26 16:47:59,1
shanghai,winniexyxiong,"#public speaking# 每周三晚上7-9点, 上海金融广场4层,欢迎参加英文演讲和会议。通过zoom参加: 734 519 8618,  密码 5A Online 
联系 826160893 or  luxl126 (微信)",2021-04-23 16:03:37,1
shanghai,秦川片羽,已经有一两年没有真正到其他城市去旅游过了，倘若在自己的城市中平日不居住的那一侧游赏也能算做旅游的话，上海的老租界地应当是去的次数最多、感触最深、最熟知的地带。它像稳当浮在我日常生活上方一点的高度的云，亲善、博学、受到敬重；作为一个看似新而外,2020-12-01 20:46:16,0
shanghai,付洪蕾,市区很繁华整洁，市民的素质不错。郊区和江南地区的二线城市一般无二。,2020-10-11 18:46:52,0
shanghai,alegria_1122,大上海 需要时间和年龄来品味,2020-06-09 11:08:09,0
shanghai,marvinmu,有味道地大城市,2020-04-26 11:41:19,0
shanghai,柯显昱,2013年 高考完去上海。还去了苏州，杭州。,2020-04-02 18:43:04,0
shanghai,咦我们见过吗,大都市的风貌，到处写满了洋洋洋,2020-03-24 13:54:29,0
shanghai,seek_fan,魔都，到处都是潮流的气息,2019-10-08 13:46:57,0
shanghai,user_YGGB0NEhPj,南京,2019-07-17 20:42:56,0
shanghai,飛_悉尼,1,2019-06-12 11:56:24,0
shanghai,常棣,秋天去余庆路衡山路看那里的落叶，有不少文青，离衡山坊也近,2017-03-09 14:52:15,2
shanghai,鳶尾花,生我养我的地方，怎么不喜,2017-01-14 12:47:51,0
chengdu,Johor_Strait,四川人，去过成都的次数没法数。,2023-12-01 00:17:39,2
chengdu,大庆市周佳明,我去过了成都！,2023-02-05 22:19:39,1
chengdu,沈阳龙哥,2006年,2021-02-19 12:56:11,0
chengdu,momoogata,拉萨转机没降落得以有幸在成都吃了一次火锅~,2020-10-11 14:25:30,1
chengdu,三大营,火锅好吃,2020-08-31 15:53:19,0
chengdu,ZOE1412,弯弯的蓉城,2020-05-11 16:56:57,0
chengdu,marvinmu,好吃,2020-04-26 11:41:32,0
chengdu,咦我们见过吗,细雨绵绵的夏季成都，真是慢节奏宜居的地方。当时房价便宜！现在就高攀不起了……,2020-03-24 13:53:41,0
chengdu,花妹她姐,生长的地方,2019-12-16 22:29:57,0
chengdu,zj8225362,川大环境优美,2019-10-30 22:38:26,2
chengdu,Kian-Li,吃的很好吃，想再去一次,2019-10-05 10:26:02,0
chengdu,user_Hi1m0L4gSa,大熊猫！红糖糍粑！冰粉！,2019-06-28 08:24:27,0
chengdu,十分猪,氤氲的雾气，水嫩的红颜,2019-06-25 22:20:45,0
guangzhou,user_2Ieh0Vsa5E,赶着国庆节去了一下，四天三晚，印象非常好的城市,2024-10-09 16:16:19,0
guangzhou,icyinno,靓妹们不太理睬外地人，需要用粤语沟通才会过来服务。吃的没顺德多，总体而言还是一个比较有历史的城市。,2024-01-19 15:23:12,1
guangzhou,Johor_Strait,广州最好是冬天去，又暖和又不湿。,2023-12-01 00:18:08,2
guangzhou,pjyloveya,粤菜,2021-08-19 14:28:43,0
guangzhou,沈阳龙哥,2015年,2021-02-19 12:50:50,0
guangzhou,momoogata,16年春节去的~,2020-10-11 14:27:51,1
guangzhou,冯鱼鱼,很多吃的,2020-09-26 17:37:46,0
guangzhou,王静0251,高中毕业后，记不清是大一还是大二的春节，原本约了高中同学，临时变卦，在爸爸妈妈的鼓励下，最终和弟弟两个人足足坐了一天一夜的火车，去了好友颜所在的中山大学。现在看来玩是没怎么玩，但姐弟情，好友情却得以完美体现。也开创了日后自助游的先例。,2020-07-01 16:06:38,2
guangzhou,吉祥如意杨子弹,大爱早茶！,2020-04-20 11:39:15,0
guangzhou,咦我们见过吗,老广的潮湿和甜蜜,2020-03-30 10:31:55,0
guangzhou,月山_,20190824--20190827,2019-08-29 22:03:47,0
guangzhou,yyyyyuet,四年小谷围村民,2019-08-22 06:40:37,0
guangzhou,user_Hi1m0L4gSa,我的美食天堂！,2019-06-28 08:23:57,0
guangzhou,十分猪,食在广州，这一点秒杀深圳,2019-06-25 22:19:24,0
guangzhou,phyllisshao,人多,2019-05-07 08:38:45,0
guangzhou,mwinxun,商贸之都,2019-05-01 18:32:02,0
guangzhou,鳶尾花,美食之都，吃货之福,2017-01-15 11:34:39,0
hangzhou,user_2Ieh0Vsa5E,五一节日去了，人超多,2024-10-09 16:25:38,0
hangzhou,Johor_Strait,每次去杭州都很微妙。,2023-12-01 00:18:32,0
hangzhou,pjyloveya,西湖美景,2021-08-19 14:19:43,0
hangzhou,Konzept,西湖十景指分布在杭州西湖周围的十个有代表性的景点。通常是指苏堤春晓、曲院风荷、平湖秋月、断桥残雪、花港观鱼、南屏晚钟、双峰插云、雷峰夕照、三潭印月以及柳浪闻莺这十个景点，,2021-03-09 17:05:25,3
hangzhou,沈阳龙哥,2006年和2019年,2021-02-19 12:49:44,0
hangzhou,王静0251,无论那里变成什么样子，都曾经是我心目中的天堂。,2020-07-01 16:57:48,0
hangzhou,王小树wqy,四季分明 西湖 博物馆,2019-08-29 16:07:32,1
hangzhou,chaokeai,西湖、灵隐寺、自驾、望湖酒店,2019-07-31 11:18:59,0
hangzhou,鳶尾花,杭州的节奏比较慢，有时会有点不习惯,2017-01-15 11:35:52,0
nanjing,user_2Ieh0Vsa5E,从大学到现在，生活的地方,2024-10-09 16:24:55,0
nanjing,瞳妞宝贝,行走在诗文与历史中,2024-03-09 21:22:16,0
nanjing,Johor_Strait,啊，总算有大蓝鲸了！,2023-12-01 00:19:21,1
nanjing,pjyloveya,我的家乡,2021-08-19 14:29:07,0
nanjing,沈阳龙哥,2008年,2021-02-19 12:42:59,0
nanjing,王静0251,读大学的时候和同学乘火车去的。刚到那里时简直都不想回上海了，马路又宽又直，两旁绿树成荫，跟上海的十里洋场真是天壤之别。而后的莫愁湖畔闹别扭，和不知不觉中吃了顿霸王餐，都给我们留下了年少轻狂的记忆。,2020-07-01 17:51:43,2
nanjing,zj8225362,江苏检察官学院，岗位素能标准研制。茅山,2019-10-30 22:59:09,1
nanjing,你在读我的id吗,梧桐树,2019-10-17 16:01:22,0
nanjing,da_qiangge,不错,2019-08-29 20:21:43,0
nanjing,chaokeai,国际米兰、苏宁、夫子庙,2019-07-31 11:16:51,3
xiamen,user_2Ieh0Vsa5E,小的时候生活过，一个典型海滨城市,2024-10-09 16:26:39,0
xiamen,DZK103,难忘的城市,2022-07-01 09:23:12,0
xiamen,郁南瓜,从0岁到18岁在厦门生活过。,2022-04-26 20:00:55,0
xiamen,林北来过,xxxxxxxxxxxxxxxxxxxxxxxxx,2020-08-02 21:51:52,0
shenzhen,anning126,充满现代感和效率感。,2025-02-19 15:15:34,0
shenzhen,user_2Ieh0Vsa5E,从广州过来很快，顺便来一下，和香港好近,2024-10-09 16:26:17,0
shenzhen,hunterna,搞钱！！,2023-02-18 01:15:50,0
shenzhen,关小宝,非土著深圳人,2022-10-10 17:20:32,0
shenzhen,冯鱼鱼,很舒服,2020-09-26 17:38:14,0
shenzhen,王静0251,2008年我俩去深圳是为探访那里的大姑姑，主要是因为要和从上海出发先我俩抵达那里的爸爸妈妈和VV相会后去香港澳门玩，所以没有真正游玩。然而小表哥家的富丽堂皇给我们留下了极好的印象。,2020-07-01 16:15:50,0
shenzhen,柯显昱,2015年 大一寒假去南方过年，还去了中山，珠海。,2020-04-02 18:46:36,0
shenzhen,咦我们见过吗,来了就是深圳人，一切都是年轻的、崭新的、积极的、包容的。很喜欢这里。,2020-03-30 14:59:15,1
shenzhen,wwwendao,罗湖口岸过关去香港很方便,2019-10-19 08:05:46,1
shenzhen,MIAO_MIAOMIAO,转机,2019-10-11 06:52:19,0
chongqing,ricola_007,山城名不虚传，行到脚软,2023-03-31 00:44:39,0
chongqing,pjyloveya,期待,2021-08-19 14:19:18,0
chongqing,刘祥宇的游记生活,这里有酒，有锅，有故事，你要和我一起吗？,2020-09-01 16:54:14,1
chongqing,三大营,湖广会馆印象深刻,2020-08-31 15:53:54,0
chongqing,marvinmu,好吃,2020-04-26 11:41:48,0
chongqing,zj8225362,2010.7三峡游轮下船，洪崖洞,2019-10-30 23:02:36,0
chongqing,十分猪,比蚊香还弯的道路，在这里不要向人问路，东南西北不知所措,2019-06-25 22:18:48,0
chongqing,qintalent,雾都、山城、火锅。,2016-10-07 16:16:58,0
sanya,大庆市周佳明,我取过了三亚，见到牧牧了！,2023-02-05 22:12:02,0
sanya,jameswang17,那里淡季5星级酒店就是便宜。,2022-02-24 15:46:04,0
sanya,子虎sama,连续去了7年，从某种意义上也见证了这座旅游城市的发展。很暖和，除了过年那几天，基本穿短袖就可以。,2022-02-22 16:00:19,0
sanya,pjyloveya,海边,2021-08-19 14:29:28,0
sanya,三大营,度假区和生活区的割裂有些明显,2020-08-31 15:52:37,0
sanya,mondayhuang,目前为止去得最多的城市,2020-07-25 11:18:14,0
sanya,zj8225362,"2016.6一家老小六口
2017.9娘四口",2019-10-30 22:42:03,0
suzhou,user_2Ieh0Vsa5E,去过3次，2次去玩1次送学，不错的城市，就是市中心一直在修路,2024-10-09 16:27:39,0
suzhou,山药不吃饭,在这里生活,2021-08-31 20:40:41,0
suzhou,pjyloveya,古镇,2021-08-19 14:29:38,0
suzhou,夜鹰1957,美丽的江南,2021-04-12 16:33:30,0
suzhou,沈阳龙哥,2006年,2021-02-19 12:49:12,0
suzhou,王静0251,小学时的冬令营去的苏州，好像没有记忆了。就算安排了参观，当时应该也不懂欣赏出名的园林设计。对于后来学土木和建筑的我俩来说，一定会再去细细品味的。,2020-07-01 17:45:09,0
suzhou,阿烈憨大,666,2020-06-29 22:25:39,0
zhuhai,zjx027,航展必去之地,2021-05-07 13:11:24,0
zhuhai,时迁-,珠海确实是一个美丽的城市，希望以后能有机会去,2020-12-22 18:48:44,0
zhuhai,柯显昱,2015年 去了伶仃岛，记忆里第一次坐船登岛（三峡不算）,2020-04-02 18:48:07,1
xian,user_1Sff0Vzcfh,去过好几次，很美。,2024-12-20 10:54:44,0
xian,user_2Ieh0Vsa5E,度过了两个晚上，愉快的周末,2024-10-09 16:29:01,0
xian,user_wzlB0QPIyO,大学在这里度过了四年。,2020-09-16 12:03:15,0
xian,柯显昱,2019年 第三次考GMAT的地方,2020-04-02 18:58:27,0
xian,琳达商,13朝古都，最值得去的中国城市之一。,2020-01-08 14:25:24,0
xian,zj8225362,2019.10.11再次到西安，大唐不夜城不错,2019-10-30 22:40:08,1
xian,大庆市周佳明,我去过了西安！,2019-10-08 09:59:52,0
xian,石灰水君,"应该多个选项-生活着。
我爱长安！太多好吃的了！",2019-09-13 04:09:22,0
xian,桃子喵酱酱,彪悍的民风 多样的美食,2019-08-06 16:10:34,0
xian,七度心寒,在西安上了四年学，印象最深的是他正南正北的马路，和淳朴的民风，和无数种面食。去过两次大雁塔还不错在市里比较方便。大雁塔外围是喷水官场与大雁塔内部的古朴宁静形成对比。对于去西安出差想玩会又没多少时间的人还是值得一去的！,2016-07-13 10:01:43,14
beijing,phyllisshao,只去了清华大学，北京大学，颐和园,2019-05-07 08:37:57,0
beijing,Dogdoge,在这里生活，在这里工作。麻木了，没什么分享的。此处只有一首《北京北京》能述说我内心的杂陈。,2019-05-06 14:00:36,0
beijing,花格子花花,老北京，吃烤鸭，串胡同,2019-04-30 17:12:01,0
beijing,Sukiio,霾真的纯正 喉咙痛,2019-04-21 13:32:37,0
beijing,William_Fei,好几次 停留,2019-04-12 09:04:29,0
beijing,user_c25C0Lshy6,泰国,2019-04-11 14:34:16,0
beijing,水市艹鱼儿,京腔,2019-04-09 16:36:04,0
beijing,harleychang,政治中心，呆了快八年,2019-04-08 02:42:42,0
beijing,Yvonne999,去过几次，有去游览的，也有去看演唱会的。,2019-04-06 14:17:01,0
beijing,ZOE1412,入驻祖国心脏,2018-02-11 09:39:31,0
beijing,henrycun,北京历史背景很深厚，人文景观很漂亮，值得一去，北京是世界第八大“美食之城”，居内地之首。北京的风味小吃历史悠久、品种繁多、用料讲究、制作精细，堪称有口皆碑。吊炉烧饼艾窝窝，叉子火烧刚卖得，又听硬面叫饽饽；烧麦馄饨列满盘，新添挂粉好汤圆。,2016-09-03 09:26:44,12
beijing,poemangle,青春六年，有太多回忆,2016-08-25 19:59:52,0
beijing,Mr_Seven17,北京是一个既古老又年轻的城市，无数古迹隐藏在这个城市的各个角落，不经意间闯入你的视线。庞大的城市隐匿着看不见的机遇与风险，年轻人可以在这里找到梦想，老年人也可以以享天年。,2020-08-10 14:02:18,0
beijing,依稀秋风在路上,北京是中国的首都，曾经北漂的时候在北京呆过1年多的时间，个人感觉背景没有上海好，北京空气污染的比较厉害，冬天的雾霾能吓死人，但是同时北京的互联网公司比较多，比较适合发展,2016-07-14 19:41:50,0
beijing,MsMol,大城市，便利又不便利，美丽又不美丽，传统与现代，东方与西方。爱或习惯,2016-07-02 22:28:48,0
beijing,Sandy-Zhu,这是我出生和长大的地方，我爱这里，又想从这里逃离，这里有我熟悉的一切，但却让我越来越不熟悉。,2016-05-31 15:30:09,0
shanghai,阿淡MMD,雾霾是会呼吸的痛。。。。QAQ,2016-01-08 20:25:30,0
shanghai,沐林mulin,有各种各样的文化，夜生活丰富。,2016-01-08 16:29:04,0
shanghai,金塞胖,shnese,2016-01-04 13:29:17,0
taiwan,是萌,"2017年12月底出行
一个美好的城市从每一个细节都能感觉得到她散发出来的温暖",2018-12-14 20:52:12,0
taiwan,rockjuliet,美,2018-12-12 12:14:54,0
taiwan,Chris小灵,虽然看上去已经有些旧酒的，但在剥皮楼和市井之间留了一些温暖的东西,2018-12-07 16:51:47,0
taiwan,kyo_sherry,台北的文人气很浓，花莲的生活气很浓，来了才知道，花莲居然是玩户外的好场所，滑翔伞，溯溪，轻航机都有，性价比也很高~,2018-11-28 18:50:45,0
taiwan,penny是个小流氓,嗲嗲的,2018-11-27 23:48:26,0
taiwan,海海海海走天下,每年去一次也不为过,2018-11-27 12:29:23,0
taiwan,黑暗塔,"安溥@小巨蛋首唱，2018年5月
高建军岳小三儿三人行中间偶遇点点小黑，2017年10月",2018-11-21 01:58:43,0
taiwan,嗳玛莉莉咝,人文很喜欢，美食更加爱，性价比非常好,2018-11-13 22:00:38,2
taiwan,rayrayxu,真心不错的地方，希望能保持两岸关系，大家能常来往。,2018-11-13 00:58:13,0
taiwan,wslzy0205,太喜欢，,2018-11-12 07:50:02,0
taiwan,pollyannaaa,文艺,2018-11-11 21:09:18,0
taiwan,celiamxmmm,服务周到，美食多，风景优美,2018-11-08 12:41:17,0
taiwan,yyxsunsnower,美，好吃，热情，素质高,2018-11-03 18:51:52,0
taiwan,ccyy77,人都很热情，东西都特别好吃，去过那么多地方，最喜欢的还是台湾，计划去第二次,2018-10-29 22:50:13,0
taiwan,yeye111,人民很朴实,2018-10-29 13:26:29,0
taiwan,Vivianwang1,很美的小岛，人文也好，都是同胞，感慨颇多！,2018-10-27 14:13:39,0
taiwan,我是自来卷卷,台湾最美的是人,2018-10-21 19:18:58,0
taiwan,陶小宝1991,希望再一次与他相遇,2018-10-17 15:41:21,0
taiwan,13802251004,我蛮喜欢台湾的，当时去了台南，垦丁，台北，喜欢没有语言障碍的沟通,2018-10-17 12:19:57,0
taiwan,MiNi炜锅锅,去了还想再去一次的地方,2018-10-16 11:53:00,0
taiwan,zhongqingliang,台北,2019-01-16 14:06:41,0
taiwan,安然1992,休闲度假的好地方,2019-01-15 14:31:22,0
taiwan,沙漏MM,台北,2019-01-13 17:14:46,0
taiwan,王大静爱学习,在垦丁学潜水，在淡水不流泪(๑ó﹏ò๑),2019-01-12 18:12:08,0
taiwan,爱幻想的丫头1,好玩,2019-01-10 14:13:33,0
taiwan,GoldilocksX,超级喜欢,2019-01-09 22:40:51,0
taiwan,想去流浪的骨头,环岛旅行 垦丁好漂亮,2019-01-09 13:48:04,0
taiwan,locusy,环岛旅途，很好,2019-01-09 09:08:21,0
taiwan,小林宏信,美丽而衰老的福尔摩沙,2019-01-08 17:51:17,0
taiwan,筱筱A,文艺,2019-01-08 16:40:23,0
taiwan,小胖美妞,城市干净整洁，台湾人很热情,2018-12-29 11:18:24,0
taiwan,faeces,地震,2018-12-27 01:00:26,0
taiwan,烟丝欲袅,挺喜欢的鸭,2018-12-26 21:38:37,0
taiwan,无畏不惧,日月潭 博物馆,2018-12-24 19:59:14,0
taiwan,shining910,温暖的城市，可玩性强，人民热情,2018-12-20 14:59:05,0
taiwan,就是余子轩,台南，台中，台北高雄,2018-12-19 21:00:06,0
taiwan,_Jt,景点没想象中好，但是食物很好吃，夜市也好逛,2018-12-17 18:28:25,0
taiwan,思红sunnie_e,很喜欢，特别喜欢花莲,2018-12-17 16:15:15,0
taiwan,花灯,很好,2018-12-16 00:27:24,0
taiwan,jacieli,门票好像100多，进去看的夜景感觉很一般啊…没惊艳到,2018-12-15 19:10:25,0
taiwan,soyasong,小情小调,2019-02-15 10:41:34,0
taiwan,翼の折,台湾最美的不是风景，而是人！,2019-02-14 23:51:38,0
taiwan,阿白要崛起,人情味足，文艺小清新,2019-02-13 17:43:05,0
taiwan,金阿姐,"干净卫生文明
热情",2019-02-13 03:34:41,0
